epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,11671.2,1.02928,0.88349,1.09549,0.81088,0.7001,0.77849,0.51937,1.08316,0.84701,1.03488,0.002872,0.002872,0.002872
38,12207.5,1.02468,0.87461,1.09104,0.81509,0.70017,0.77974,0.52045,1.08134,0.84461,1.03333,0.002674,0.002674,0.002674
39,13090.3,1.01957,0.86765,1.08894,0.81463,0.69972,0.78028,0.52127,1.07946,0.84239,1.03195,0.002476,0.002476,0.002476
40,14282.4,1.01323,0.85889,1.08494,0.81229,0.70182,0.78137,0.52277,1.07804,0.84024,1.03103,0.002278,0.002278,0.002278
41,14930,1.07487,0.85015,1.10011,0.81385,0.70117,0.78246,0.52476,1.07679,0.83701,1.02998,0.00208,0.00208,0.00208
42,15481.3,1.05918,0.83069,1.09224,0.81552,0.70313,0.78384,0.52648,1.07442,0.83408,1.02844,0.001882,0.001882,0.001882
43,15968.5,1.04879,0.81472,1.086,0.81397,0.70626,0.785,0.52774,1.07263,0.83029,1.02719,0.001684,0.001684,0.001684
44,16465.2,1.03725,0.79978,1.08016,0.82003,0.70466,0.78589,0.52937,1.06994,0.82733,1.02531,0.001486,0.001486,0.001486
45,17008.2,1.02657,0.78425,1.07328,0.81953,0.70696,0.78775,0.53061,1.06796,0.82352,1.02356,0.001288,0.001288,0.001288
46,17603.4,1.01691,0.77311,1.06745,0.82175,0.70794,0.78909,0.53194,1.0663,0.81988,1.02235,0.00109,0.00109,0.00109
47,18264.1,1.00772,0.75807,1.0637,0.82442,0.70794,0.79014,0.53326,1.06448,0.81659,1.02094,0.000892,0.000892,0.000892
48,19567,0.99359,0.73982,1.05763,0.82775,0.70197,0.78585,0.53165,1.0626,0.81318,1.01913,0.000694,0.000694,0.000694
49,20422,0.98484,0.72725,1.05155,0.82875,0.70694,0.79293,0.53662,1.06165,0.80991,1.01835,0.000496,0.000496,0.000496
50,21351.3,0.9738,0.71637,1.0466,0.82879,0.70737,0.79418,0.53814,1.06053,0.80631,1.01739,0.000298,0.000298,0.000298
