epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,14436.2,1.19177,1.09276,1.17049,0.78449,0.6602,0.73776,0.46898,1.17874,0.95751,1.09736,0.007228,0.007228,0.007228
16,14716.5,1.18157,1.08069,1.16321,0.78869,0.66112,0.73907,0.47354,1.174,0.9501,1.09301,0.00703,0.00703,0.00703
17,14996.1,1.17644,1.06679,1.16026,0.78225,0.66828,0.7427,0.47729,1.16553,0.94382,1.08806,0.006832,0.006832,0.006832
18,15276,1.16627,1.05553,1.15554,0.78456,0.67109,0.74551,0.48116,1.15899,0.93883,1.08414,0.006634,0.006634,0.006634
19,15556.1,1.1626,1.04903,1.1532,0.78334,0.67267,0.74856,0.48304,1.15473,0.9326,1.08037,0.006436,0.006436,0.006436
20,15837.9,1.15755,1.03537,1.14874,0.7878,0.67257,0.74984,0.48508,1.15229,0.92709,1.07796,0.006238,0.006238,0.006238
21,16119.4,1.14594,1.02414,1.14479,0.7846,0.6764,0.75187,0.48658,1.15007,0.92185,1.07673,0.00604,0.00604,0.00604
22,16400.5,1.14027,1.01867,1.13863,0.78487,0.67975,0.75337,0.48876,1.14662,0.917,1.07455,0.005842,0.005842,0.005842
23,16682.8,1.13607,1.00398,1.13654,0.78554,0.67995,0.75436,0.48985,1.14403,0.91408,1.07287,0.005644,0.005644,0.005644
24,16962.7,1.13075,0.99535,1.1325,0.78579,0.68072,0.75464,0.49047,1.14187,0.91161,1.07148,0.005446,0.005446,0.005446
25,17245.3,1.11873,0.98639,1.12811,0.78853,0.68128,0.75626,0.49169,1.1401,0.90841,1.07049,0.005248,0.005248,0.005248
26,17523.6,1.11652,0.97515,1.12429,0.79063,0.68131,0.75782,0.49288,1.13843,0.90526,1.06959,0.00505,0.00505,0.00505
27,17802.7,1.1111,0.97124,1.12408,0.7959,0.68044,0.75886,0.49406,1.13684,0.90249,1.0686,0.004852,0.004852,0.004852
28,18083.4,1.09963,0.96163,1.11591,0.79785,0.67983,0.75959,0.49551,1.13541,0.89959,1.06733,0.004654,0.004654,0.004654
29,18361,1.0921,0.95076,1.11515,0.79993,0.68037,0.76042,0.49638,1.13312,0.89616,1.06564,0.004456,0.004456,0.004456
30,18637.7,1.08559,0.93928,1.11165,0.80007,0.68262,0.7618,0.4974,1.13067,0.89284,1.06404,0.004258,0.004258,0.004258
31,18913.4,1.08277,0.93172,1.10741,0.79938,0.68525,0.76331,0.49868,1.12809,0.88924,1.06222,0.00406,0.00406,0.00406
32,19189.3,1.07774,0.92504,1.10624,0.80081,0.68886,0.76483,0.49971,1.12604,0.8856,1.06094,0.003862,0.003862,0.003862
33,19466.8,1.07079,0.91369,1.10253,0.80347,0.68876,0.76624,0.50104,1.12339,0.88201,1.05957,0.003664,0.003664,0.003664
34,19745,1.06653,0.9068,1.10121,0.80131,0.69326,0.7674,0.5027,1.1214,0.87863,1.0583,0.003466,0.003466,0.003466
35,20019.5,1.06174,0.90333,1.0982,0.80364,0.69287,0.76868,0.5043,1.11872,0.87429,1.05641,0.003268,0.003268,0.003268
36,20299.5,1.05356,0.88846,1.09497,0.80469,0.69339,0.77035,0.50563,1.11591,0.87135,1.05478,0.00307,0.00307,0.00307
37,20579.4,1.04966,0.88371,1.09299,0.80606,0.69339,0.77066,0.50716,1.11381,0.86809,1.05322,0.002872,0.002872,0.002872
38,20855.8,1.03461,0.86755,1.08517,0.80458,0.69557,0.77221,0.50884,1.11211,0.86506,1.05208,0.002674,0.002674,0.002674
39,21135.6,1.03093,0.8622,1.08172,0.80703,0.69673,0.77383,0.51019,1.11064,0.86104,1.05088,0.002476,0.002476,0.002476
40,21416.5,1.02415,0.85217,1.07903,0.80463,0.69952,0.77548,0.51144,1.10819,0.85773,1.0489,0.002278,0.002278,0.002278
41,21695.1,1.08411,0.84358,1.09228,0.80476,0.70065,0.77605,0.51312,1.10624,0.85463,1.04715,0.00208,0.00208,0.00208
42,21971.8,1.06839,0.82234,1.08351,0.80812,0.69884,0.77814,0.51534,1.10457,0.85108,1.04586,0.001882,0.001882,0.001882
43,22248.2,1.05662,0.80575,1.07657,0.80995,0.70019,0.77951,0.51687,1.10282,0.84757,1.04454,0.001684,0.001684,0.001684
44,22522.8,1.04314,0.78759,1.07056,0.81022,0.7032,0.78143,0.51858,1.10126,0.84315,1.04355,0.001486,0.001486,0.001486
45,22797.2,1.03217,0.775,1.06637,0.81222,0.70242,0.78218,0.52025,1.0999,0.83924,1.04275,0.001288,0.001288,0.001288
46,23072.2,1.02267,0.76439,1.0617,0.81314,0.70286,0.78295,0.52153,1.0984,0.83551,1.04187,0.00109,0.00109,0.00109
47,23351.3,1.01097,0.74436,1.05437,0.81089,0.70546,0.78528,0.52362,1.09716,0.83209,1.04098,0.000892,0.000892,0.000892
48,23624.8,0.99533,0.7301,1.04872,0.81119,0.70783,0.78714,0.52589,1.09567,0.8285,1.04013,0.000694,0.000694,0.000694
49,23900.2,0.98724,0.71861,1.04456,0.81209,0.70845,0.78887,0.52763,1.09378,0.8246,1.03922,0.000496,0.000496,0.000496
50,24175.4,0.97841,0.70744,1.03924,0.81283,0.71188,0.79109,0.52927,1.09208,0.82076,1.03795,0.000298,0.000298,0.000298
